IBGE;UF;MUNICIPIO;CNES;NOME FANTASIA;RAZAO SOCIAL;CNPJ PROPRIO;CNPJ MANTENEDORA;TIPO GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP;LATITUDE;LONGITUDE
420360;SC;CAMPOS NOVOS;2596938;CONSULTORIO ODONTOLOGICO DR ADEMIR ZANATTA;CONSULTORIO ODONTOLOGICO DR ADEMIR ZANATTA;;;M;RUA NEREU RAMOS;S/N;CENTRO;89620000;-27.40011;-51.22781
420360;SC;CAMPOS NOVOS;2596997;BIOFISIO CLINICA DE FISIOTERAPIA;CLINICA BIOFISIO SC LTDA;05648315000163;;M;RUA EXPEDICIONARIO;630;CENTRO;89620000;-27.40115;-51.22817
420360;SC;CAMPOS NOVOS;2597055;RAULINO CERCATTO;RAULINO CERCATTO;;;M;RUA DANUZIA BESS;503;CENTRO;89620000;-27.40156;-51.22910
420360;SC;CAMPOS NOVOS;2597071;CLINICA CIRURGICA DR JONAS;CLINICA CIRURGICA DR JONAS N MEDEIROS;;;M;RUA CORONEL FARRAPOS SALA 304;408;CENTRO;89620000;-27.40692;-51.23539
420425;SC;COCAL DO SUL;2609770;CONSULTORIO DENTARIO CARLOS HENRIQUE BURIGO ROSSO;CARLOS HENRIQUE BURIGO ROSSO;;;M;AV MAXIMILIANO GAIDZINSKI;30;CENTRO;88845000;-28.601;-49.326
420425;SC;COCAL DO SUL;2609835;UNIDADE DE SAUDE ESF CENTRO;PREFEITURA MUNICIPAL DE COCAL DO SUL;;95778056000188;M;RUA ANGELO PERUCHI;30;CENTRO;88845000;-28.601;-49.326
420880;SC;JAGUARUNA;2610302;POSTO DE SAUDE DE POCOS;PREFEITURA MUNICIPAL DE JAGUARUNA;;82928698000174;M;ESTRADA GERAL;00;POCOS;88715000;-28.615;-49.026
421770;SC;SOMBRIO;2624591;ESF SAO JOSE;PREFEITURA MUNICIPAL DE SOMBRIO;;82963216000117;M;RUA ANICETO SILVEIRA;195;SAO JOSE;88960000;-29.104;-49.629
420890;SC;JARAGUA DO SUL;5657121;ELISETE F F FLUCK;ELISETE FATIMA FIORINI FLUCK;;;M;RUA MARECHAL DEODORO DA FONSECA;855;CENTRO;89251701;-26.49172;-49.08385
420910;SC;JOINVILLE;5657261;ABIPJ;ABIPJ ASSOCIACAO BENEFICENTE DOS INATIVOS E PENSIO DE JLLE;81144735000190;;M;RUA URUSSANGA;864;BUCAREIN;89202400;-26.304;-48.846
420910;SC;JOINVILLE;5657768;LUCI LEIA HONORATO DE CARVALHO;LUCI LEIA HONORATO DE CARVALHO;;;M;RUA ABDON BATISTA;47;CENTRO;89201010;-26.30579;-48.84522
420460;SC;CRICIUMA;5659558;CONSULTORIO DE PSICOLOGIA SAMIRA PIZZETTI CARDOSO DE SOUZA;CONSULTORIO DE PSICOLOGIA SAMIRA PIZZETTI CARDOSO DE SOUZA;;;M;RUA CEL PEDRO BENEDET;363;CENTRO;88801250;-28.678;-49.37
421570;SC;SANTO AMARO DA IMPERATRIZ;2418177;HOSPITAL SAO FRANCISCO;SOCIEDADE HOSPITALAR SAO FRANCISCO DE ASSIS;86025897000123;;E;RUA ESCRIVAO ALFREDO PORTO;99;CENTRO;88140000;-27.68850;-48.78085
421570;SC;SANTO AMARO DA IMPERATRIZ;2418215;UNIDADE BASICA DE SAUDE JOAO VOGES;PREFEITURA MUNICIPAL DE SANTO AMARO;;82892324000146;M;RUA JOAO JACINTO MACHADO;69;SUL DO RIO;88140000;-27.69310;-48.77867
420070;SC;ALFREDO WAGNER;2418592;UNIDADE BASICA DE SAUDE CENTRO;PREFEITURA MUNICIPAL DE ALFREDO WAGNER;;83102608000154;M;RUA 25 DE MAIO;001;CENTRO;88450000;-27.70092;-49.33488
420070;SC;ALFREDO WAGNER;2418614;UNIDADE BASICA DE SAUDE PASSO DA LIMEIRA;PREFEITURA MUNICIPAL DE ALFREDO WAGNER;;83102608000154;M;SC 302;S/N;PASSO DA LIMEIRA;88450000;-27.66425;-49.39831
420600;SC;GOVERNADOR CELSO RAMOS;2418851;UNIDADE DE SAUDE AREIAS DE CIMA;PREFEITURA MUNICIPAL DE GOVERNADOR CELSO RAMOS;;82892373000189;M;RODOVIA SC 410 KM3;S/N;AREIAS DE CIMA;88190000;-27.37814;-48.62590
420600;SC;GOVERNADOR CELSO RAMOS;2418908;UNIDADE DE SAUDE AREIAS DE BAIXO;PREFEITURA MUNICIPAL DE GOVERNADOR CELSO RAMOS;;82892373000189;M;AVENIDA PAPENBORG;S/N;AREIAS DE BAIXO;88190000;-27.39897;-48.60219
420545;SC;FORQUILHINHA;2419173;CONSULTORIO ODONTOLOGICO DRA ELIZABETE;CONSULTORIO ODONTOLOGICO DRA ELIZABETE;;;M;RUA PROFESSOR ARLINDO JUNKES;37;CENTRO;88850000;-28.74781;-49.47403
421120;SC;MORRO DA FUMACA;2419378;HOSPITAL DE CARIDADE SAO ROQUE;HOSPITAL DE CARIDADE SAO ROQUE;86532751000174;;D;RUA JORGE SILVA;307;CENTRO;88830000;-28.65134;-49.21445
421760;SC;SIDEROPOLIS;2419483;ESF VILA SAO JORGE;PREFEITURA MUNICIPAL DE SIDEROPOLIS;;82929407000162;M;RUA JARDIM FLORIDA;S/N;VILA SAO JORGE;88860000;-28.598;-49.424
421870;SC;TUBARAO;2491729;UBS GUARDA;PREFEITURA MUNICPAL DE TUBARAO;;82928656000133;M;RUA PLACIDO BRAZ FERNANDES;312;GUARDA;88702704;-28.467;-49.007
421740;SC;SCHROEDER;2492326;CENTRO DE SAUDE CENTRO;MUNICIPIO DE SCHROEDER;;83102491000109;M;RUA PAULO JAHN;147;CENTRO;89275000;-26.413;-49.073
421740;SC;SCHROEDER;2492377;SILVANA CRISTINA ZANBON;SILVANA CRISTINA ZANBON;;;M;RUA MARECHAL CASTELO BRANCO;4793;CENTRO;89275000;-26.413;-49.073
421740;SC;SCHROEDER;2492393;FISIOCORPUS CLINICA DE FISIOTERAPIA E REABILITACAO;FISIOCORPUS CLINICA DE FISIOTERAPIA E REABILITACAO;03018190000243;;M;RUA MARECHAL CASTELO BRANCO;4548;CENTRO;89275000;-26.413;-49.073
420910;SC;JOINVILLE;5607256;LUMEN ODONTOLOGIA;LUMEN ODONTOLOGIA;01980732000158;;M;AVENIDA JUSCELINO KUBISTSCHEK;410;CENTRO;89201100;-26.30469;-48.84629
421720;SC;SAO MIGUEL DO OESTE;5111412;CONSULTORIO MEDICO JULIO ALFREDO BUDANT;JULIO ALFREDO BUDANT;;;M;RUA DR JOSE GARRIDO YANES;109;CENTRO;89900000;-26.725;-53.518
421480;SC;RIO DO SUL;3608255;CLINICA JARDIM AMERICA;CLINICA MEDICA JARDIM AMERICA LTDA ME;07333216000118;;M;RUA PREFEITO RAULINO JOAO ROSAR;91;JARDIM AMERICA;89160045;-27.21598;-49.64518
420240;SC;BLUMENAU;2521989;SINDICATO DE SAUDE;SINDICATO DOS EMP EST DE SERV DE SAUDE DE BLUMENAU;82624982000157;;M;AV ALAMEDA RIO BRANCO;476;CENTRO;89010300;-26.92664;-49.06175
420460;SC;CRICIUMA;2758237;PRONTO ATENDIMENTO 24 HORAS DA PROSPERA;PREFEITURA MUNICIPAL DE CRICIUMA;;82916818000113;M;RUA PERNANBUCO;S/N;PROSPERA;88813010;-28.678;-49.37
420430;SC;CONCORDIA;8000883;ESF GUILHERME REICH;MUNICIPIO DE CONCORDIA;;83024257000100;M;RUA VITORIA;91;GUILHERME REICH;89709172;-27.24484;-52.04347
420420;SC;CHAPECO;2539446;CARLOS ROBERTO SIQUEIRA REIS;CARLOS ROBERTO SIQUEIRA REIS;;;M;RUA MARE4CHAL FLORIANO PEIXOTO;427;CENTRO;89802010;-27.10582;-52.62062
420890;SC;JARAGUA DO SUL;5634024;CLINICA PEDIATRICA JARAGUA;CLINICA PEDIATRICA JARAGUA S S LTDA;09031462000140;;M;RUA GOVERNADOR JOSE LACERDA;34;CENTRO;89251240;-26.486;-49.067
420830;SC;ITAPEMA;5154677;CLINICA MUNICIPAL DE FISIOTERAPIA;PREFEITURA MUNICIPAL DE ITAPEMA;;82572207000103;M;RUA 119 A;130;CENTRO;88220000;-27.09103;-48.61153
420240;SC;BLUMENAU;3437442;CLINICA DR OLAVO BILAC LTDA;CLINICA DR OLAVO BILAC LTDA;03015143000165;;M;MARECHAL FLORIANO PEIXOTO;300;CENTRO;89010500;-26.92394;-49.06545
420910;SC;JOINVILLE;3477959;CARDIOCARE;CARDIOCARE SC LTDA;04798206000160;;M;RUA LAGES;693;CENTRO;89204010;-26.304;-48.846
420240;SC;BLUMENAU;3526763;CLINICA DELORENZO LTDA;CLINICA DELORENZO LTDA EPP;01560020000180;;M;BERTA ODEBRECHT;66;GARCIA;89020430;-26.92958;-49.05517
420540;SC;FLORIANOPOLIS;3565025;CLINICA DE VIDEO CIRURGIA DO APARELHO DIGESTIVO LTDA;CLINICA DE VIDEO CIRURGIA DO APARELHO DIGESTIVO LTDA;05140093000173;;M;PRESIDENTE COUTINHO;579;CENTRO;88015231;-27.59082;-48.54721
420820;SC;ITAJAI;3574083;LEILA KOBARG CERCAL;LEILA KOBARG CERCAL;;;M;AVENIDA MARCOS KONDER;1313;CENTRO;88301120;-26.90698;-48.66156
420930;SC;LAGES;3592030;EDUARDO BARBISAN;EDUARDO BARBISAN;;;M;FAUSTO DE SOUZA;06;CENTRO;88502210;-27.80838;-50.32731
420540;SC;FLORIANOPOLIS;3642747;CLINICA SISTEMA;CLINICA SISTEMA SS LTDA;97437446000110;;M;RUA JULIO MOURA;66;CENTRO;88020150;-27.59768;-48.54504
420540;SC;FLORIANOPOLIS;3710904;CLINICA DOUTORA MIRIAM COSTI RIBEIRO;CLINICA DOUTORA MIRIAM COSTI RIBEIRO LTDA S S;07559786000120;;M;RUA JOE COLLACO;309;CORREGO GRANDE;88037010;-27.59794;-48.51316
420540;SC;FLORIANOPOLIS;3807843;EDIVAN JAEGER;EDIVAN JAEGER;;;M;RUA JOAO PINTO;30;CENTRO;88010420;-27.59859;-48.55006
420540;SC;FLORIANOPOLIS;3846857;ARNALDO DONATO MARCON;ARNALDO DONATO MARCON;;;M;RUA ALVES DE BRITO;141;CENTRO;88015440;-27.58594;-48.54706
420430;SC;CONCORDIA;3917126;CARDIOCLINICA CERUTTI LTDA;CARDIOCLINICA CERUTTI LTDA;07910297000171;;M;RUA MARECHAL DEODORO;902;CENTRO;89700003;-27.23701;-52.03049
420540;SC;FLORIANOPOLIS;3956660;ECOMAX CENTRO DIAGNOSTICO POR IMAGEM S S LTDA;ECOMAX CENTRO DIAGNOSTICO POR IMAGEM S S LTDA;79364642000391;;M;LARGO SAO SEBASTIAO;72;CENTRO;88015560;-27.58783;-48.55225
420240;SC;BLUMENAU;3990036;SERGIO AUGUSTO CAINELLI MEDEIROS;SERGIO AUGUSTO CAINELLI MEDEIROS;;;M;RUA PREFEITO FREDERICO BUSCH JUNIOR;124;GARCIA;89020400;-26.92865;-49.05674
420460;SC;CRICIUMA;5013291;PSIQUE CLINICA PSIQUIATRICA LTDA;PSIQUE CLINICA PSIQUIATRICA LTDA;07612176000143;;M;RUA CORONEL PEDRO BENEDET;505;CENTRO;88801250;-28.67555;-49.36596
420240;SC;BLUMENAU;5021197;CINTIA ADRIANA SCHROEDER;CINTIA ADRIANA SCHROEDER;;;M;RUA SEBASTIAO CRUZ;90;JARDIM BLUMENAU;89010340;-26.92647;-49.06250
420900;SC;JOACABA;5032229;NEVES MARTINS CLINICA ORTOPEDICA LTDA;NEVES MARTINS CLINICA ORTOPEDICA LTDA;07794899000100;;M;RUA SALGADO FILHO;394;CENTRO;89600000;-27.17316;-51.50748
421950;SC;XANXERE;2647761;CONSULTORIO ODONTOLOGICO CLEIDE BAVARESCO ABATTI;CLEIDE BAVARESCO ABATTI;;;M;BRASIL;79;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647796;CONSULTORIO ODONTOLOGICO DANIELA SGUISSARDI;DANIELA SGUISSARDI;;;M;NEREU RAMOS;977;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647826;CONSULTORIO ODONTOLOGICO FERNANDO JOSE CHAGAS;FERNANDO JOSE CHAGAS;;;M;BRASIL;79;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647885;CONSULTORIO ODONTOLOGICO GUSTAVO A C CATALAN;GUSTAVO A C CATALAN;;;M;BRASIL;79;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647907;CONSULTORIO ODONTOLOGICO JOAO CARLOS MARQUES;JOAO CARLOS MARQUES;;;M;INDEPENDENCIA;609;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647923;CONSULTORIO ODONTOLOGICO LINETE MARIA BRANDELERO;LINETE MARIA BRANDELERO;;;M;RUA MARECHAL BORMANN;17;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647974;CONSULTORIO ODONTOLOGICO MARCIO KORNDOERFER MONTEIRO;MARCIO KOENDOERFER MONTEIRO;;;M;RUA CORONEL PASSOS MAIA;360;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2647990;CONSULTORIO ODONTOLOGICO MARIA IVETE BONAN TESTA;MARIA IVETE BONAN TESTA;;;M;ALMIRANTE TAMANDARE;250;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648016;CONSULTORIO ODONTOLOGICO MARIA SELOI SANTIN ROMANI;MARIA SELOI SANTIN ROMANI;;;M;AVENIDA LA SALLE;657;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648059;CONSULTORIO ODONTOLOGICO RENATA ZAFFARI MONTEIRO;RENATA ZAFFARI MONTEIRO;;;M;RUA CORONEL PASSOS MAIA;360;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648075;CONSULTORIO ODONTOLOGICO ROSELI ZANDONA ARCARI;ROSELI ZANDONA ARCARI;;;M;AVENIDA BRASIL;260;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648180;CONSULTORIO DE PSICOLOGIA EDNA QUEIROGA;EDNA QUEIROGA;;;M;RUA VICTOR KONDER;1005;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648229;CONSULTORIO DE PSICOLOGIA ELISANDRA FOPPA PECCINI;ELISANDRA FOPPA PECCINI;;;M;RUA CORONEL PASSOS MAIA;350;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648350;CLINICA MEDICA PRO VITTA LTDA;CLINICA MEDICA PRO VITTA LTDA;08972371000147;;M;CORONEL PASSOS MAIA;360;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648377;LUIZ AFONSO DOS SANTOS;LUIZ AFONSO DOS SANTOS;;;M;BRASIL;79;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648466;MAURICIO REZENDE GOMES;MAURICIO REZENDE GOMES;;;M;MARECHAL BORMANN;401;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648539;CONSULTORIO DE PSICOLOGIA SANDRA BAUERMANN BARCELLA;SANDRA BAUERMANN BARCELLA;;;M;MARECHAL BORMANN;360;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648598;FISIOCENTER;CLINICA DE FISIOTERAPIA ACCADROLLI LTDA;01901824000103;;M;CORONEL PASSOS MAIA;360;CENTRO;89820000;-26.877;-52.404
421950;SC;XANXERE;2648636;OFFICIOMED MEDICINA E SEG DO TRABALHO E PERICIAS MEDICAS;JORGE V STRECIWIK E CIA LTDA;72429293000138;;M;IRINEU BORNHAUSEN;310;CENTRO;89820000;-26.877;-52.404
420910;SC;JOINVILLE;2511843;UBSF JARDIM PARAISO I E II;JOINVILLE SECRETARIA DA SAUDE;;79361028000104;M;RUA JUPITER;01;JARDIM PARAISO;89226601;-26.304;-48.846
420700;SC;ICARA;3505154;FISIO INTENSIVA;DOLZAN E DOLZAN LTDA;05677439000177;;M;RUA CORONEL MARCOS ROVARIS;103;CENTRO;88820000;-28.71991;-49.30155
420700;SC;ICARA;3628949;ULTRA MED;CITOMED CLINICA GINECOL OBSTETRICIA E ULTRA SONOGRAFIA LTD;04563149000130;;M;RUA CORONEL MARCOS ROVARIS;826;CENTRO;88820000;-28.72249;-49.30158
420700;SC;ICARA;3844951;CASMI CENTRO DE ATENCAO A SAUDE MATERNO INFANTIL;PREFEITURA MUNICIPAL DE ICARA;;82916800000111;M;RUA 30 DE DEZEMBRO ESQUINA RUA EZIO LIMA;S/N;JARDIM ELIZABETE;88820000;-28.713;-49.3
420700;SC;ICARA;5198267;CLEONICE DAS GRACAS FIEGENBAUM;CLEONICE DAS GRACAS FIEGENBAUM;;;M;RUA CORONEL MARCOS ROVARIS;378;CENTRO;88820000;-28.72239;-49.30148
420700;SC;ICARA;5364590;SAE;SERVICO DE ATENDIMENTO ESPECIALIZADO;;82916800000111;M;RUA JOAO MENEGARO ESQUINA COM AVENIDA COSTA E SIL;S/N;CENTRO;88820000;-28.71969;-49.30156
420700;SC;ICARA;5364604;FARMACIA MUNICIPAL DE ICARA;PREFEITURA MUNICIPAL DE ICARA;;82916800000111;M;RUA DJALMA ESCARAVACO;S/N;JARDIM ELIZABETE;88820000;-28.71969;-49.30156
420830;SC;ITAPEMA;5868890;CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;PREFEITURA MUNICIPAL DE ITAPEMA;;82572207000103;M;RUA 119 A;130;CENTRO;88220000;-27.10170;-48.61534
420910;SC;JOINVILLE;2671557;SIMILIA CLINICA HOMEOPATICA;SIMILIA CLINICA HOMEOPATICA;02987284000187;;M;AVENIDA JUSCELINO KUBISTSCHEK;410;CENTRO;89201100;-26.304;-48.846
421480;SC;RIO DO SUL;5463173;CLINICA TESLA;CLINICA TESLA S S LTDA;08081252000102;;M;RUA BOTANICO KUHLMANN;209;EUGENIO SCHNEIDER;89160000;-27.21521;-49.64522
421250;SC;PENHA;2689960;UNIDADE BASICA DE SAUDE CENTRAL;PREFEITURA MUNICIPAL DE PENHA;;83102327000100;M;RUA JOSE JOAQUIM TAVARES;40;CENTRO;88385000;-26.78975;-48.60608
420930;SC;LAGES;2542854;LABORATORIO SALDANHA LTDA;LABORATORIO SALDANHA LTDA;79940383000138;;M;RUA JOAO DE CASTRO;187;CENTRO;88501160;-27.81647;-50.32865
420820;SC;ITAJAI;2545136;BENICIO STANG EING JUNIOR;BENICIO STANG EING JUNIOR;;;M;AV SETE DE SETEMBRO;1163;CENTRO;88301000;-26.91843;-48.65446
420940;SC;LAGUNA;2558084;ESF RIBEIRAO PEQUENO;PREFETURA MUNICIPAL DE LAGUNA;;82928706000182;M;ESTRADA GERAL;S/N;RIBEIRAO PEQUENO;88790000;-28.43907;-48.84523
420890;SC;JARAGUA DO SUL;2595664;GLORIA FERNANDA CAMPOS;GLORIA FERNANDA CAMPOS;;;M;JOSE THEODORO RIBEIRO;954;ILHA DA FIGUEIRA;89251000;-26.486;-49.067
420730;SC;IMBITUBA;2610175;LUIZA KARLA VIANA ZOPELARO;LUIZA KARLA VIANA ZOPELARO;;;M;AV SANTA CATARINA;100;CENTRO;88780000;-28.24;-48.67
420140;SC;ARARANGUA;2623900;DR WILLIAN;WILLIAN ETCHANDY LIMA;;;M;RUA CAETANO LUMMERTZ;456;CENTRO;88900000;-28.94694;-49.46652
420420;SC;CHAPECO;2626071;CEO CENTRO ESPECIALIDADES ODONTOLOGICAS;MUNICIPIO DE CHAPECO;;83021808000182;M;MARECHAL FLORIANO PEIXOTO;700;CENTRO;89802010;-27.07849;-52.66452
421800;SC;TIJUCAS;2626659;HOSPITAL SAO JOSE E MATERNIDADE CHIQUINHA GALLOTTI;ASSOCIACAO CONGREGACAO DESANTA CATARINA;60922168005145;;E;MARECHAL DEODORO;02;CENTRO;88200000;-27.24106;-48.63456
420930;SC;LAGES;2661926;JOAO LUIZ OLIVEIRA GUIMARAES;JOAO LUIZ OLIVEIRA GUIMARAES;;;M;RUA CRUZ E SOUZA;16;CENTRO;88520000;-27.81849;-50.32871
420930;SC;LAGES;2662477;VALDIR GERMANO GERBER;VALDIR GERMANO GERBER;;;M;AVN DOM PEDRO II;62;CORAL;88509000;-27.82836;-50.33821
420910;SC;JOINVILLE;2668467;WILLIAN DA CUNHA JASSE;WILLIAN DA CUNHA JASSE;;;M;INACIO BASTOS;726;BUCAREIN;89202310;-26.304;-48.846
420910;SC;JOINVILLE;2669404;DOMINGOS CARLOS TRAVAGIN FABRE;DOMINGOS CARLOS TRAVAGIN FABRE;;;M;RUA IRIRIU;2060;SAGUACU;89227015;-26.304;-48.846
420910;SC;JOINVILLE;2670739;MARIA CLAUDIA COUTINHO DA ROCHA;MARIA CLAUDIA COUTINHO DA ROCHA;;;M;RUA 3 DE MAIO;11;CENTRO;89201030;-26.30399;-48.84541
420910;SC;JOINVILLE;2671387;TOP COR;CLINICA ECOVILLE LTDA;02451452000115;;M;RUA DR ROBERTO KOCK;100;CENTRO;89203088;-26.304;-48.846
420910;SC;JOINVILLE;2672014;WETZEL SA DIVISAO FERRO;WETZEL SA;84683671000607;;M;RUA RUI BARBOSA;2062;COSTA E SILVA;89219501;-26.304;-48.846
420320;SC;CAMBORIU;2672464;CEDIT;PREFEITURA MUNICIPAL DE CAMBORIU;;83102293000145;M;RUA PRESIDENTE COSTA E SILVA;345;CENTRO;88340377;-27.03017;-48.65589
421800;SC;TIJUCAS;2691361;LABORATORIO HOFFMANN;LABORATORIO HOFFMANN ANALISES CLINICAS;79013397000378;;M;RUA FLORIANOPOLIS;35;CENTRO;88200000;-27.24116;-48.63351
420540;SC;FLORIANOPOLIS;2692503;CS CANTO DA LAGOA;PREF MUN FLORIANOPOLIS SMS FMS;;82892282000143;M;RUA LAURINDO JANUARIO DA SILVEIRA;2570;CANTO DA LAGOA;88062200;-27.61667;-48.48408
420910;SC;JOINVILLE;3087719;IOT;INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DE SC SS;78665361000144;;M;RUA BLUMENAU;1316;AMERICA;89204322;-26.304;-48.846
420910;SC;JOINVILLE;3141268;ESPACO SAUDE BREFERE;BREFERE HABILITACAO E REABILITACAO LTDA;73258683000155;;M;RUA LAGES;545;CENTRO;89201020;-26.304;-48.846
420900;SC;JOACABA;3218023;MADEIRA E FERRAZ LTDA;MADEIRA FERRAZ LTDA;03265989000153;;M;ALMIRANTE BARROSO;261;TOBIAS;89600000;-27.17574;-51.51085
420890;SC;JARAGUA DO SUL;3272966;UNIDADE BASICA DE SAUDE CIRILO REINKE;PREFEITURA MUNICIPAL DE JARAGUA DO SUL;;83102459000123;M;RUA GEORG REINKE 863;863;RIO DA LUZ;89255000;-26.486;-49.067
420380;SC;CANOINHAS;3404889;CLINICA DE FISIOTERAPIA FISIONAORTE;FISIONORTE ASSOCIADOS SS LTDA;07132181000159;;M;RUA MARECHAL FLORIANO PEIXOTO;1180;CENTRO;89460166;-26.177;-50.39
421130;SC;NAVEGANTES;2302837;UNIDADE BASICA DE SAUDE SAO PEDRO;PREFEITURA MUNICIPAL DE NAVEGANTES;;83102855000150;M;RUA MANOEL MAFRA FILHO;S/N;SAO PEDRO;88370003;-26.899;-48.654
420420;SC;CHAPECO;2358484;CORPO DE BOMBEIROS DE CHAPECO;MUNICIPIO DE CHAPECO;;83021808000182;M;AV GETULIO VARGAS;1901;CENTRO;89805001;-27.11624;-52.66314
421480;SC;RIO DO SUL;2379619;PSF SANTANA;PREFEITURA MUNICIPAL DE RIO DO SUL;;83102574000106;M;RUA ANA NERY;42;SANTANA;89160045;-27.21464;-49.63678
420930;SC;LAGES;2502941;GILSON NEI DE SOUZA CAMARGO;GILSON NEI DE SOUZA CAMARGO;;;M;RUA CORREIA PINTO;22;CENTRO;88502200;-27.816;-50.326
420930;SC;LAGES;2504057;ANTONIO NELTON CORDOVA;ANTONIO NELTON CORDOVA;;;M;RUA PRESNEREU RAMOS;73;CENTRO;88502170;-27.816;-50.326
420750;SC;INDAIAL;2512858;ESTRATEGIA DE SAUDE DA FAMILIA ALBERT SABIN;MUNICIPIO DE INDAIAL;;83102798000100;M;RUA CAXIAS DO SUL;295;ENCANO DO NORTE;89085450;-26.87444;-49.19280
420420;SC;CHAPECO;2539721;BRUNO SEBEN;BRUNO SEBEN;;;M;RUA CARAMURU;320;BELA VISTA;89804180;-27.07570;-52.71584
420930;SC;LAGES;2566877;UNIDADE DE SAUDE GUARUJA;PREFEITURA MUNICIPAL DE LAGES;;82777301000190;M;RUA JOAO ABREU BARBOSA;S/N;GUARUJA;88521103;-27.78176;-50.29047
420910;SC;JOINVILLE;2623056;INSTITUTO DE PESQUISAS NEUROLOGICAS;INSTITUTO DE PESQUISAS NEUROLOGICAS;79359980000173;;M;AVENIDA GETULIO VARGAS;238;ANITA GARIBALDI;89202000;-26.304;-48.846
420420;SC;CHAPECO;2626292;SERGIO VANDERLEI EIDT;SERGIO VANDERLEI EIDT;;;M;RUA PORTO ALEGRE;169;CENTRO;89802100;-27.10119;-52.62148
421480;SC;RIO DO SUL;2641194;LABORATORIO DE PROTESE RIOSULENSE LTDA;LABORATORIO DE PROTESE RIOSULENSE LTDA;85783934000108;;M;RUA DOS PIONEIROS;95;CENTRO;89160000;-27.21656;-49.64227
420910;SC;JOINVILLE;2657562;CLINICA DIAS;CLINICA DIAS LTDA;02871941000126;;M;RUA LUIZ BROCKMANN;127;AMERICA;89204260;-26.304;-48.846
421870;SC;TUBARAO;2661365;CAPS II DR JOSE CARLOS DE CARVALHO;PREFEITURA MUNICIPAL DE TUBARAO;;82928656000133;M;OSVALDO CRUZ;917;CENTRO;88704270;-28.467;-49.007
420910;SC;JOINVILLE;2668874;MARCUS VINICIUS CARVALHO DOS SANTOS;MARCUS VINICIUS CARVALHO DOS SANTOS;;;M;RUA SAO PAULO;744;BUCAREIN;89202200;-26.31436;-48.84267
420910;SC;JOINVILLE;2671190;CARLA CRISTHIANE GEISER;CARLA CRISTHIANE GEISER;;;M;RUA SANTA CATARINA;2674;FLORESTA;89212001;-26.304;-48.846
420910;SC;JOINVILLE;2671743;ANGIOCLINICA;CLINICA DE ANGIOLOGIA E CIRURGIA VASCULAR DE JOINVILLE LTDA;75889998000126;;M;RUA SETE DE SETEMBRO;117;CENTRO;89201200;-26.304;-48.846
421800;SC;TIJUCAS;2691973;DRA OLGA MARIA BARRETO;DRA OLGA MARIA BARRETO;;;M;RUA CEL BUCHELLE;47;CENTRO;88200000;-27.241;-48.634
420420;SC;CHAPECO;3005925;JOSEANE SIGNORE;JOSEANE SIGNORE;;;M;RUA BARAO DO RIO BRANCO;406;CENTRO;89802100;-27.12735;-52.62004
420540;SC;FLORIANOPOLIS;3157261;LIGA CATARINENSE DE COMBATE AO CANCER;LIGA CATARINENSE DE COMBATE AO CANCER;80671068000131;;M;RUA BOCAIUVA;72;CENTRO;88015530;-27.58802;-48.55213
420200;SC;BALNEARIO CAMBORIU;3498859;PROVIVER;CLINICA MEDICA PROVIVER LTDA;05285308000144;;M;AVENIDA ALVIM BAUER;455;CENTRO;88330643;-26.99041;-48.64070
420240;SC;BLUMENAU;3536939;NEURO SAUDE;CLINICA NEUROLOGICA CHARCOT LTDA EPP;02565581000134;;M;PREFEITO FREDERICO BUSCH JUNIOR;220;RIBEIRAO FRESCO;89020400;-26.92924;-49.05631
420820;SC;ITAJAI;3575780;SONIA POLLI;SONIA POLLI;;;M;AVENIDA JOCA BRANDAO;693;CENTRO;88301401;-26.91276;-48.66021
420540;SC;FLORIANOPOLIS;3719065;JOSE PAROLA JUNIOR;JOSE PAROLA JUNIOR;;;M;RUA DOM JAIME CAMARA;179;CENTRO;88015120;-27.59207;-48.55104
